epoch,step,lr,loss_train,loss_val_nll,loss_val_dis
4,660,0.0009976895526051521,2.122209072113037,,
4,661,0.0009976895526051521,0.553364098072052,,
4,662,0.0009976895526051521,0.1610831767320633,,
4,663,0.0009976895526051521,0.1348920464515686,,
4,664,0.0009976895526051521,0.12238907814025879,,
4,665,0.0009976895526051521,0.13600890338420868,,
4,666,0.0009976895526051521,0.10987767577171326,,
4,667,0.0009976895526051521,0.07187844812870026,,
4,668,0.0009976895526051521,0.02949170581996441,,
4,669,0.0009976895526051521,0.03535355627536774,,
4,670,0.0009976895526051521,0.01160793099552393,,
4,671,0.0009976895526051521,0.024447092786431313,,
4,672,0.0009976895526051521,0.0017132546054199338,,
4,673,0.0009976895526051521,-0.027601094916462898,,
4,674,0.0009976895526051521,-0.04461684823036194,,
4,675,0.0009976895526051521,-0.051161546260118484,,
4,676,0.0009976895526051521,-0.061385951936244965,,
4,677,0.0009976895526051521,-0.08155711740255356,,
4,678,0.0009976895526051521,-0.11952622979879379,,
4,679,0.0009976895526051521,-0.08793891966342926,,
4,680,0.0009976895526051521,-0.1454821079969406,,
4,681,0.0009976895526051521,-0.18885676562786102,,
4,682,0.0009976895526051521,-0.1813076287508011,,
4,683,0.0009976895526051521,-0.22598589956760406,,
4,684,0.0009976895526051521,-0.25126028060913086,,
4,685,0.0009976895526051521,-0.29859641194343567,,
4,686,0.0009976895526051521,-0.3460058867931366,,
4,687,0.0009976895526051521,-0.37127381563186646,,
4,688,0.0009976895526051521,-0.4149271845817566,,
4,689,0.0009976895526051521,-0.4687471389770508,,
4,690,0.0009976895526051521,-0.48681697249412537,,
4,691,0.0009976895526051521,-0.49489811062812805,,
4,692,0.0009976895526051521,-0.2682395875453949,,
4,693,0.0009976895526051521,-0.46210888028144836,,
4,694,0.0009976895526051521,-0.5649509429931641,,
4,695,0.0009976895526051521,-0.5815975069999695,,
4,696,0.0009976895526051521,-0.6308166980743408,,
4,697,0.0009976895526051521,-0.7509879469871521,,
4,698,0.0009976895526051521,-0.7401721477508545,,
4,699,0.0009976895526051521,-0.8285106420516968,,
4,700,0.0009976895526051521,-0.6771077513694763,,
4,701,0.0009976895526051521,-0.845011830329895,,
4,702,0.0009976895526051521,-0.8662843704223633,,
4,703,0.0009976895526051521,-0.9045102000236511,,
4,704,0.0009976895526051521,-0.911396324634552,,
4,705,0.0009976895526051521,-0.860138475894928,,
4,706,0.0009976895526051521,-0.9286512732505798,,
4,707,0.0009976895526051521,-1.0458735227584839,,
4,708,0.0009976895526051521,-1.063909888267517,,
4,709,0.0009976895526051521,-1.199220061302185,,
4,710,0.0009976895526051521,-1.2157102823257446,,
4,711,0.0009976895526051521,-1.233664870262146,,
4,712,0.0009976895526051521,-1.2552002668380737,,
4,713,0.0009976895526051521,-0.9521602392196655,,
