loss_train,step,lr,epoch,loss_val_nll,loss_val_dis
104.79505157470703,0,3.9999998989515007e-05,0,,
92.74791717529297,1,3.9999998989515007e-05,0,,
92.04167175292969,2,3.9999998989515007e-05,0,,
96.20075988769531,3,3.9999998989515007e-05,0,,
89.53716278076172,4,3.9999998989515007e-05,0,,
83.72688293457031,5,3.9999998989515007e-05,0,,
86.06354522705078,6,3.9999998989515007e-05,0,,
90.08045196533203,7,3.9999998989515007e-05,0,,
83.3187484741211,8,3.9999998989515007e-05,0,,
70.39860534667969,9,3.9999998989515007e-05,0,,
72.37974548339844,10,3.9999998989515007e-05,0,,
75.97813415527344,11,3.9999998989515007e-05,0,,
83.51318359375,12,3.9999998989515007e-05,0,,
70.08279418945312,13,3.9999998989515007e-05,0,,
69.6508560180664,14,3.9999998989515007e-05,0,,
60.83815383911133,15,3.9999998989515007e-05,0,,
55.9208984375,16,3.9999998989515007e-05,0,,
60.609832763671875,17,3.9999998989515007e-05,0,,
59.66165542602539,18,3.9999998989515007e-05,0,,
62.083030700683594,19,3.9999998989515007e-05,0,,
50.25710678100586,20,3.9999998989515007e-05,0,,
51.90641403198242,21,3.9999998989515007e-05,0,,
49.49867630004883,22,3.9999998989515007e-05,0,,
45.69084167480469,23,3.9999998989515007e-05,0,,
50.80989074707031,24,3.9999998989515007e-05,0,,
42.103912353515625,25,3.9999998989515007e-05,0,,
39.4597053527832,26,3.9999998989515007e-05,0,,
37.90116882324219,27,3.9999998989515007e-05,0,,
35.836429595947266,28,3.9999998989515007e-05,0,,
35.41558074951172,29,3.9999998989515007e-05,0,,
33.976741790771484,30,3.9999998989515007e-05,0,,
35.397483825683594,31,3.9999998989515007e-05,0,,
29.926998138427734,32,3.9999998989515007e-05,0,,
30.335010528564453,33,3.9999998989515007e-05,0,,
25.97334098815918,34,3.9999998989515007e-05,0,,
29.142961502075195,35,3.9999998989515007e-05,0,,
29.520231246948242,36,3.9999998989515007e-05,0,,
26.050830841064453,37,3.9999998989515007e-05,0,,
25.759552001953125,38,3.9999998989515007e-05,0,,
27.797483444213867,39,3.9999998989515007e-05,0,,
27.020198822021484,40,3.9999998989515007e-05,0,,
23.842514038085938,41,3.9999998989515007e-05,0,,
21.398834228515625,42,3.9999998989515007e-05,0,,
24.815608978271484,43,3.9999998989515007e-05,0,,
25.87594985961914,44,3.9999998989515007e-05,0,,
22.91431999206543,45,3.9999998989515007e-05,0,,
20.932634353637695,46,3.9999998989515007e-05,0,,
21.48426628112793,47,3.9999998989515007e-05,0,,
20.835479736328125,48,3.9999998989515007e-05,0,,
19.962739944458008,49,3.9999998989515007e-05,0,,
18.86005973815918,50,3.9999998989515007e-05,0,,
20.31645965576172,51,3.9999998989515007e-05,0,,
19.81311798095703,52,3.9999998989515007e-05,0,,
17.59266471862793,53,3.9999998989515007e-05,0,,
18.612552642822266,54,3.9999998989515007e-05,0,,
16.780738830566406,55,3.9999998989515007e-05,0,,
16.099910736083984,56,3.9999998989515007e-05,0,,
16.094390869140625,57,3.9999998989515007e-05,0,,
16.533428192138672,58,3.9999998989515007e-05,0,,
19.416015625,59,3.9999998989515007e-05,0,,
17.12646484375,60,3.9999998989515007e-05,0,,
15.085274696350098,61,3.9999998989515007e-05,0,,
16.971311569213867,62,3.9999998989515007e-05,0,,
14.453017234802246,63,3.9999998989515007e-05,0,,
15.106365203857422,64,3.9999998989515007e-05,0,,
13.915128707885742,65,3.9999998989515007e-05,0,,
13.758881568908691,66,3.9999998989515007e-05,0,,
12.943779945373535,67,3.9999998989515007e-05,0,,
14.909489631652832,68,3.9999998989515007e-05,0,,
13.787787437438965,69,3.9999998989515007e-05,0,,
12.818323135375977,70,3.9999998989515007e-05,0,,
12.169865608215332,71,3.9999998989515007e-05,0,,
11.618144989013672,72,3.9999998989515007e-05,0,,
13.267413139343262,73,3.9999998989515007e-05,0,,
12.495133399963379,74,3.9999998989515007e-05,0,,
11.5343017578125,75,3.9999998989515007e-05,0,,
11.880936622619629,76,3.9999998989515007e-05,0,,
11.627376556396484,77,3.9999998989515007e-05,0,,
12.142474174499512,78,3.9999998989515007e-05,0,,
10.733193397521973,79,3.9999998989515007e-05,0,,
12.437464714050293,80,3.9999998989515007e-05,0,,
11.594675064086914,81,3.9999998989515007e-05,0,,
11.671653747558594,82,3.9999998989515007e-05,0,,
11.211522102355957,83,3.9999998989515007e-05,0,,
10.9414701461792,84,3.9999998989515007e-05,0,,
10.570371627807617,85,3.9999998989515007e-05,0,,
9.362631797790527,86,3.9999998989515007e-05,0,,
11.131210327148438,87,3.9999998989515007e-05,0,,
10.043264389038086,88,3.9999998989515007e-05,0,,
10.529491424560547,89,3.9999998989515007e-05,0,,
10.101435661315918,90,3.9999998989515007e-05,0,,
9.154581069946289,91,3.9999998989515007e-05,0,,
10.562862396240234,92,3.9999998989515007e-05,0,,
10.181323051452637,93,3.9999998989515007e-05,0,,
10.391558647155762,94,3.9999998989515007e-05,0,,
11.51208782196045,95,3.9999998989515007e-05,0,,
9.059779167175293,96,3.9999998989515007e-05,0,,
8.383626937866211,97,3.9999998989515007e-05,0,,
9.898977279663086,98,3.9999998989515007e-05,0,,
10.440460205078125,99,3.9999998989515007e-05,0,,
8.50328540802002,100,3.9999998989515007e-05,0,,
8.265997886657715,101,3.9999998989515007e-05,0,,
9.357550621032715,102,3.9999998989515007e-05,0,,
9.274503707885742,103,3.9999998989515007e-05,0,,
8.739853858947754,104,3.9999998989515007e-05,0,,
9.492301940917969,105,3.9999998989515007e-05,0,,
9.600677490234375,106,3.9999998989515007e-05,0,,
8.827645301818848,107,3.9999998989515007e-05,0,,
8.43836784362793,108,3.9999998989515007e-05,0,,
9.0236177444458,109,3.9999998989515007e-05,0,,
7.76619291305542,110,3.9999998989515007e-05,0,,
9.040681838989258,111,3.9999998989515007e-05,0,,
8.035550117492676,112,3.9999998989515007e-05,0,,
9.176848411560059,113,3.9999998989515007e-05,0,,
8.698229789733887,114,3.9999998989515007e-05,0,,
9.059318542480469,115,3.9999998989515007e-05,0,,
8.316956520080566,116,3.9999998989515007e-05,0,,
8.427903175354004,117,3.9999998989515007e-05,0,,
8.604166030883789,118,3.9999998989515007e-05,0,,
8.015037536621094,119,3.9999998989515007e-05,0,,
7.29161262512207,120,3.9999998989515007e-05,0,,
