epoch,step,lr,loss_train,loss_val_nll,loss_val_dis
3,495,0.0009989726822823286,0.1447053998708725,,
3,496,0.0009989726822823286,0.10022127628326416,,
3,497,0.0009989726822823286,-0.007247101981192827,,
3,498,0.0009989726822823286,-0.025189178064465523,,
3,499,0.0009989726822823286,-0.053406525403261185,,
3,500,0.0009989726822823286,-0.053622566163539886,,
3,501,0.0009989726822823286,-0.06351194530725479,,
3,502,0.0009989726822823286,-0.0925065204501152,,
3,503,0.0009989726822823286,-0.10104876756668091,,
3,504,0.0009989726822823286,-0.13863199949264526,,
3,505,0.0009989726822823286,-0.14792416989803314,,
3,506,0.0009989726822823286,-0.17519569396972656,,
3,507,0.0009989726822823286,-0.18195746839046478,,
3,508,0.0009989726822823286,-0.22165915369987488,,
3,509,0.0009989726822823286,-0.2312837392091751,,
3,510,0.0009989726822823286,-0.2928403317928314,,
3,511,0.0009989726822823286,-0.31626084446907043,,
3,512,0.0009989726822823286,-0.3335809111595154,,
3,513,0.0009989726822823286,-0.37582477927207947,,
3,514,0.0009989726822823286,-0.4413628876209259,,
3,515,0.0009989726822823286,-0.4921096861362457,,
3,516,0.0009989726822823286,-0.5012356638908386,,
3,517,0.0009989726822823286,-0.4673374593257904,,
3,518,0.0009989726822823286,-0.5704067945480347,,
3,519,0.0009989726822823286,-0.6688916087150574,,
3,520,0.0009989726822823286,-0.5818812847137451,,
3,521,0.0009989726822823286,-0.636631190776825,,
3,522,0.0009989726822823286,-0.3964157700538635,,
3,523,0.0009989726822823286,-0.8106322884559631,,
3,524,0.0009989726822823286,-0.6957298517227173,,
3,525,0.0009989726822823286,-0.8107544779777527,,
3,526,0.0009989726822823286,-0.7977169752120972,,
3,527,0.0009989726822823286,-0.8653535842895508,,
3,528,0.0009989726822823286,-1.0052911043167114,,
3,529,0.0009989726822823286,-0.8568359613418579,,
3,530,0.0009989726822823286,-0.9088957905769348,,
3,531,0.0009989726822823286,-0.9304190874099731,,
3,532,0.0009989726822823286,-1.1260876655578613,,
3,533,0.0009989726822823286,-0.9459939002990723,,
3,534,0.0009989726822823286,-0.7881298065185547,,
3,535,0.0009989726822823286,-0.78485506772995,,
3,536,0.0009989726822823286,-1.0790594816207886,,
3,537,0.0009989726822823286,-0.9328311085700989,,
3,538,0.0009989726822823286,-0.8612317442893982,,
3,539,0.0009989726822823286,-1.0420193672180176,,
3,540,0.0009989726822823286,-1.0689499378204346,,
3,541,0.0009989726822823286,-0.9249776601791382,,
3,542,0.0009989726822823286,-0.9901505708694458,,
3,543,0.0009989726822823286,-1.0994629859924316,,
3,544,0.0009989726822823286,-0.9184848666191101,,
3,545,0.0009989726822823286,-1.0984185934066772,,
3,546,0.0009989726822823286,-0.9245299100875854,,
3,547,0.0009989726822823286,-1.1043962240219116,,
3,548,0.0009989726822823286,-1.158312201499939,,
3,549,0.0009989726822823286,-1.1899197101593018,,
3,550,0.0009989726822823286,-1.2230182886123657,,
3,551,0.0009989726822823286,-1.0483649969100952,,
3,552,0.0009989726822823286,-1.3562369346618652,,
3,553,0.0009989726822823286,-1.2983381748199463,,
3,554,0.0009989726822823286,-1.192482590675354,,
3,555,0.0009989726822823286,-1.3585169315338135,,
3,556,0.0009989726822823286,-1.4382925033569336,,
3,557,0.0009989726822823286,-1.3358758687973022,,
3,558,0.0009989726822823286,-1.3272175788879395,,
3,559,0.0009989726822823286,-1.4275530576705933,,
3,560,0.0009989726822823286,-1.3239190578460693,,
3,561,0.0009989726822823286,-1.3952912092208862,,
3,562,0.0009989726822823286,-0.7231642007827759,,
3,563,0.0009989726822823286,-1.2028872966766357,,
3,564,0.0009989726822823286,-1.218854308128357,,
3,565,0.0009989726822823286,-1.2687747478485107,,
3,566,0.0009989726822823286,-1.2796063423156738,,
3,567,0.0009989726822823286,-1.2658851146697998,,
3,568,0.0009989726822823286,-1.3143116235733032,,
3,569,0.0009989726822823286,-1.3224788904190063,,
3,570,0.0009989726822823286,-1.35238516330719,,
3,571,0.0009989726822823286,-1.3039697408676147,,
3,572,0.0009989726822823286,-1.3462183475494385,,
3,573,0.0009989726822823286,-1.408026099205017,,
3,574,0.0009989726822823286,-1.3552671670913696,,
3,575,0.0009989726822823286,-1.358931541442871,,
3,576,0.0009989726822823286,-1.3425076007843018,,
3,577,0.0009989726822823286,-1.4170291423797607,,
3,578,0.0009989726822823286,-1.4328299760818481,,
3,579,0.0009989726822823286,-1.3993990421295166,,
3,580,0.0009989726822823286,-1.5745880603790283,,
3,581,0.0009989726822823286,-1.5920922756195068,,
3,582,0.0009989726822823286,-1.3979943990707397,,
3,583,0.0009989726822823286,-1.5033115148544312,,
3,584,0.0009989726822823286,-1.332908272743225,,
3,585,0.0009989726822823286,-1.2900832891464233,,
3,586,0.0009989726822823286,-1.5848274230957031,,
3,587,0.0009989726822823286,-1.5770928859710693,,
3,588,0.0009989726822823286,-1.6044387817382812,,
3,589,0.0009989726822823286,-1.477850079536438,,
3,590,0.0009989726822823286,-1.6244763135910034,,
3,591,0.0009989726822823286,-1.3418354988098145,,
3,592,0.0009989726822823286,-1.4978504180908203,,
3,593,0.0009989726822823286,-1.5394554138183594,,
3,594,0.0009989726822823286,-1.4377784729003906,,
3,595,0.0009989726822823286,-1.5318444967269897,,
3,596,0.0009989726822823286,-1.513391375541687,,
3,597,0.0009989726822823286,-1.4909892082214355,,
3,598,0.0009989726822823286,-1.6192737817764282,,
3,599,0.0009989726822823286,-1.4679492712020874,,
3,600,0.0009989726822823286,-1.6158286333084106,,
3,601,0.0009989726822823286,-1.5484907627105713,,
3,602,0.0009989726822823286,-1.5489885807037354,,
3,603,0.0009989726822823286,-1.3813875913619995,,
3,604,0.0009989726822823286,-1.3948034048080444,,
3,605,0.0009989726822823286,-1.5593465566635132,,
3,606,0.0009989726822823286,-1.3259100914001465,,
3,607,0.0009989726822823286,-1.4779950380325317,,
3,608,0.0009989726822823286,-1.5244961977005005,,
3,609,0.0009989726822823286,-1.4903520345687866,,
3,610,0.0009989726822823286,-1.5293859243392944,,
3,611,0.0009989726822823286,-1.5535991191864014,,
3,612,0.0009989726822823286,-1.4777421951293945,,
3,613,0.0009989726822823286,-1.6077144145965576,,
3,614,0.0009989726822823286,-1.5745283365249634,,
3,615,0.0009989726822823286,-1.5371979475021362,,
3,616,0.0009989726822823286,-1.6060962677001953,,
3,617,0.0009989726822823286,-1.5118898153305054,,
3,618,0.0009989726822823286,-1.440352439880371,,
3,619,0.0009989726822823286,-1.6348341703414917,,
3,620,0.0009989726822823286,-1.4252482652664185,,
3,621,0.0009989726822823286,-1.6899871826171875,,
3,622,0.0009989726822823286,-1.3062286376953125,,
3,623,0.0009989726822823286,-1.550577998161316,,
3,624,0.0009989726822823286,-1.659032940864563,,
3,625,0.0009989726822823286,-1.5317634344100952,,
3,626,0.0009989726822823286,-1.6762152910232544,,
3,627,0.0009989726822823286,-1.716308355331421,,
3,628,0.0009989726822823286,-1.4540785551071167,,
3,629,0.0009989726822823286,-1.6286723613739014,,
3,630,0.0009989726822823286,-1.6097463369369507,,
3,631,0.0009989726822823286,-1.683743953704834,,
3,632,0.0009989726822823286,-1.8300484418869019,,
3,633,0.0009989726822823286,-1.3849531412124634,,
3,634,0.0009989726822823286,-1.6936516761779785,,
3,635,0.0009989726822823286,-1.6675846576690674,,
3,636,0.0009989726822823286,-1.6408284902572632,,
3,637,0.0009989726822823286,-1.4646060466766357,,
3,638,0.0009989726822823286,-1.649248480796814,,
3,639,0.0009989726822823286,-1.5753984451293945,,
3,640,0.0009989726822823286,-1.439854621887207,,
3,641,0.0009989726822823286,-1.656537413597107,,
3,642,0.0009989726822823286,-1.5363777875900269,,
3,643,0.0009989726822823286,-1.667192816734314,,
3,644,0.0009989726822823286,-1.5967274904251099,,
3,645,0.0009989726822823286,-1.6244903802871704,,
3,646,0.0009989726822823286,-1.59707510471344,,
3,647,0.0009989726822823286,-1.6538652181625366,,
3,648,0.0009989726822823286,-1.7286940813064575,,
3,649,0.0009989726822823286,-1.7020708322525024,,
3,650,0.0009989726822823286,-1.5666391849517822,,
3,651,0.0009989726822823286,-1.2908902168273926,,
3,652,0.0009989726822823286,-1.2084492444992065,,
3,653,0.0009989726822823286,-1.5846086740493774,,
3,654,0.0009989726822823286,-1.3704066276550293,,
3,655,0.0009989726822823286,-1.3873069286346436,,
3,656,0.0009989726822823286,-1.515672206878662,,
3,657,0.0009989726822823286,-1.4896005392074585,,
3,658,0.0009989726822823286,-1.4129899740219116,,
3,659,0.0009989726822823286,-1.4425818920135498,,
3,659,,,-1.4999130964279175,1.170058012008667
